# BEAST v1.8.1, r6542
# Generated Fri Oct 10 14:41:39 CDT 2014 [seed=1412970095493]
state	posterior	prior	likelihood	1.treeModel.rootHeight	2.treeModel.rootHeight	3.treeModel.rootHeight	4.treeModel.rootHeight	5.treeModel.rootHeight	6.treeModel.rootHeight	7.treeModel.rootHeight	8.treeModel.rootHeight	9.treeModel.rootHeight	10.treeModel.rootHeight	11.treeModel.rootHeight	12.treeModel.rootHeight	13.treeModel.rootHeight	14.treeModel.rootHeight	15.treeModel.rootHeight	16.treeModel.rootHeight	17.treeModel.rootHeight	18.treeModel.rootHeight	19.treeModel.rootHeight	20.treeModel.rootHeight	21.treeModel.rootHeight	22.treeModel.rootHeight	23.treeModel.rootHeight	constant.popSize	CP1.ac	CP1.ag	CP1.at	CP1.cg	CP1.gt	CP2.ac	CP2.ag	CP2.at	CP2.cg	CP2.gt	CP3.ac	CP3.ag	CP3.at	CP3.cg	CP3.gt	CP1.frequencies1	CP1.frequencies2	CP1.frequencies3	CP1.frequencies4	CP2.frequencies1	CP2.frequencies2	CP2.frequencies3	CP2.frequencies4	CP3.frequencies1	CP3.frequencies2	CP3.frequencies3	CP3.frequencies4	CP1.alpha	CP2.alpha	CP3.alpha	CP1.mu	CP2.mu	CP3.mu	ucld.mean	ucld.stdev	1.meanRate	1.coefficientOfVariation	1.covariance	2.meanRate	2.coefficientOfVariation	2.covariance	3.meanRate	3.coefficientOfVariation	3.covariance	4.meanRate	4.coefficientOfVariation	4.covariance	5.meanRate	5.coefficientOfVariation	5.covariance	6.meanRate	6.coefficientOfVariation	6.covariance	7.meanRate	7.coefficientOfVariation	7.covariance	8.meanRate	8.coefficientOfVariation	8.covariance	9.meanRate	9.coefficientOfVariation	9.covariance	10.meanRate	10.coefficientOfVariation	10.covariance	11.meanRate	11.coefficientOfVariation	11.covariance	12.meanRate	12.coefficientOfVariation	12.covariance	13.meanRate	13.coefficientOfVariation	13.covariance	14.meanRate	14.coefficientOfVariation	14.covariance	15.meanRate	15.coefficientOfVariation	15.covariance	16.meanRate	16.coefficientOfVariation	16.covariance	17.meanRate	17.coefficientOfVariation	17.covariance	18.meanRate	18.coefficientOfVariation	18.covariance	19.meanRate	19.coefficientOfVariation	19.covariance	20.meanRate	20.coefficientOfVariation	20.covariance	21.meanRate	21.coefficientOfVariation	21.covariance	22.meanRate	22.coefficientOfVariation	22.covariance	23.meanRate	23.coefficientOfVariation	23.covariance	1.CP1.treeLikelihood	1.CP2.treeLikelihood	1.CP3.treeLikelihood	2.CP1.treeLikelihood	2.CP2.treeLikelihood	2.CP3.treeLikelihood	3.CP1.treeLikelihood	3.CP2.treeLikelihood	3.CP3.treeLikelihood	4.CP1.treeLikelihood	4.CP2.treeLikelihood	4.CP3.treeLikelihood	5.CP1.treeLikelihood	5.CP2.treeLikelihood	5.CP3.treeLikelihood	6.CP1.treeLikelihood	6.CP2.treeLikelihood	6.CP3.treeLikelihood	7.CP1.treeLikelihood	7.CP2.treeLikelihood	7.CP3.treeLikelihood	8.CP1.treeLikelihood	8.CP2.treeLikelihood	8.CP3.treeLikelihood	9.CP1.treeLikelihood	9.CP2.treeLikelihood	9.CP3.treeLikelihood	10.CP1.treeLikelihood	10.CP2.treeLikelihood	10.CP3.treeLikelihood	11.CP1.treeLikelihood	11.CP2.treeLikelihood	11.CP3.treeLikelihood	12.CP1.treeLikelihood	12.CP2.treeLikelihood	12.CP3.treeLikelihood	13.CP1.treeLikelihood	13.CP2.treeLikelihood	13.CP3.treeLikelihood	14.CP1.treeLikelihood	14.CP2.treeLikelihood	14.CP3.treeLikelihood	15.CP1.treeLikelihood	15.CP2.treeLikelihood	15.CP3.treeLikelihood	16.CP1.treeLikelihood	16.CP2.treeLikelihood	16.CP3.treeLikelihood	17.CP1.treeLikelihood	17.CP2.treeLikelihood	17.CP3.treeLikelihood	18.CP1.treeLikelihood	18.CP2.treeLikelihood	18.CP3.treeLikelihood	19.CP1.treeLikelihood	19.CP2.treeLikelihood	19.CP3.treeLikelihood	20.CP1.treeLikelihood	20.CP2.treeLikelihood	20.CP3.treeLikelihood	21.CP1.treeLikelihood	21.CP2.treeLikelihood	21.CP3.treeLikelihood	22.CP1.treeLikelihood	22.CP2.treeLikelihood	22.CP3.treeLikelihood	23.CP1.treeLikelihood	23.CP2.treeLikelihood	23.CP3.treeLikelihood	1.coalescent	2.coalescent	3.coalescent	4.coalescent	5.coalescent	6.coalescent	7.coalescent	8.coalescent	9.coalescent	10.coalescent	11.coalescent	12.coalescent	13.coalescent	14.coalescent	15.coalescent	16.coalescent	17.coalescent	18.coalescent	19.coalescent	20.coalescent	21.coalescent	22.coalescent	23.coalescent
0	-1557065.3298576404	-24597.49688677441	-1532467.832970866	757.5250750246798	277.3521508677899	605.6291484723057	589.2498239348596	395.3014429014496	184.0731148354984	543.8759406248536	350.83779105821566	616.3834080824719	360.0880673427103	318.2494266588429	697.0829827549719	255.82754514090828	548.1710842437724	390.7519899105719	777.8911800903347	355.466928043649	205.12574982724303	411.704831267299	359.9409380839013	199.97644169844068	268.8035656471254	364.57695174593766	220.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	0.2500000001	0.2499999999	0.2500000001	0.2499999999	0.2500000001	0.2499999999	0.2500000001	0.2499999999	0.5	0.5	0.5	1.0	1.0	1.0	1.0	0.3333333333333333	1.489398901621013	0.3389662711011975	0.6195667336425097	1.1971605724205308	0.339812210887571	0.6438673947364058	1.4699153681393673	0.3401775177870276	0.645718880518319	1.3430192769100942	0.34000845122376233	0.6818984311791729	1.1997648699218066	0.33814161555455075	0.6404950120015929	1.1676324078241367	0.339812210887571	0.678061072944223	1.3353817396151055	0.3401775177870276	0.6773596846275944	1.3192887114293568	0.3404237091206985	0.6223636287033434	1.3683528405664314	0.34074372209959314	0.6489989343955365	1.2549495850268304	0.33533658069299377	0.7239158350470631	1.2417992605429882	0.3411632042717799	0.6552868645271696	1.3981823956374388	0.3413093539991712	0.6526829989114522	1.3327869802472516	0.3421075935813926	0.6183832962127392	1.4315802312096948	0.34211549241795536	0.6239444559081461	1.4113365884234048	0.3421055874887533	0.6222303669778528	1.4991907747600999	0.3420363452086695	0.6282892770616808	1.3140482262873312	0.3420412702713932	0.6398420939233856	1.257929819815961	0.34173673371194363	0.6049182685685404	1.1167044165653448	0.3394494422800245	0.7317182171590554	1.3777028722049494	0.34227117410005453	0.6155201854567754	1.3030429924042486	0.3423348567651974	0.6119858333058188	1.3528392364467003	0.34251684614374905	0.6054340333187606	1.1512971410207948	0.339642735792054	0.6788319328945466	-12006.958458925788	-12024.611906926357	-12393.46390831621	-15668.66056120827	-15716.973893743398	-16060.018073036708	-15933.011547997217	-15915.763201439091	-16152.824510222157	-15809.987644040883	-15845.697707194984	-16301.103077208762	-11552.77614565549	-11545.652476086625	-11753.008123122088	-15679.039133054	-15651.79937097845	-16166.903547972215	-15235.89175811084	-15169.893230908183	-15540.247668023207	-17043.550713598313	-17245.634895347295	-17436.938122677886	-15726.86906335922	-15706.865285560663	-16103.02100685938	-4649.645142447743	-4631.465532561183	-4689.84133671381	-20461.229792385886	-20343.342490923616	-20934.12524138856	-19343.89455710548	-18555.271326009395	-20626.36550810362	-30006.890268452713	-29231.786661704547	-31370.405601186667	-25472.2163620714	-24616.649350282314	-27539.331118255446	-26203.095581574446	-25634.282585727615	-28273.57270749474	-27252.730028738322	-27256.221058013463	-30042.129989121397	-27855.8557061866	-27394.690177791137	-32113.206996249235	-28877.504716497708	-28702.5151862293	-31623.5982733304	-10733.251839017643	-10690.524412419116	-11184.735064817243	-36692.97265352592	-33551.39094536409	-42658.8809115742	-40408.820158003466	-37571.38173757082	-50913.629454283306	-49546.60135850846	-43315.53168967382	-73571.15396611007	-13488.205676051439	-13435.831176919106	-13615.893598906832	-184.90029141881752	-269.8872469277781	-314.4259505329576	-294.76906679218365	-145.55761688919486	-264.9113110507344	-310.6878060960778	-360.7443577489269	-430.66498350210384	-66.0586760108813	-588.742246072205	-661.2759700965572	-1792.2430117180447	-1791.8687751072193	-1757.8277621492814	-1554.3027140426484	-1569.0842130091087	-1051.7667611159964	-218.76703490825633	-2486.7403594371103	-2893.2124447509473	-5284.477488888574	-250.65112588047774
1000	-788214.5210017042	-25586.231836217557	-762628.2891654866	751.3860399615047	329.8375646967656	839.3762120164341	445.83724330370575	395.3014429014496	184.70098445731867	639.346367763833	702.8603176639333	416.82802179750865	295.19450468311226	292.8229050287509	627.2093832599446	245.89702452365498	425.7679837920816	279.12842170981213	618.0776107865684	352.56964173038904	185.35253465523098	674.9781098899501	451.2201689406758	199.97644169844068	335.9660123994293	337.47939272682095	232.63474427831127	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	0.2500000001	0.2499999999	0.2500000001	0.2499999999	0.2500000001	0.2499999999	0.2500000001	0.2499999999	0.5	0.5	0.5	1.0	1.383771433908397	0.616228566091603	0.22227329822502614	0.2524832036522566	0.29342714207567194	0.2575102565949096	0.5790411761903539	0.24412659515196355	0.25363814178619765	0.4323810056347775	0.26952337351644284	0.2627896791462877	0.44175357430715256	0.26370816282141346	0.25549541938922027	0.5744652141814458	0.24484309221878234	0.2400256698660994	0.43711490723799834	0.244099579819844	0.2524744092734483	0.4952648721947338	0.2729142783205859	0.2610611500761259	0.6519664385403854	0.2604779012444776	0.2575750662010833	0.5220539047732099	0.26653539006561716	0.2549022105503573	0.5330272061017544	0.24857060313317889	0.25161150919175673	0.273585379308197	0.25346571886273983	0.2556122450999271	0.5475898267836834	0.2827289500525219	0.25643459835266935	0.6055655404879278	0.2642326812909956	0.25674983880331714	0.5810347331539517	0.28253704223200266	0.2553640400106764	0.5534959967727129	0.2776108932788173	0.25875976292608355	0.5788724603869383	0.29303043456312616	0.2553789661810808	0.5875224944305442	0.25845665806572293	0.2563819741492613	0.5288302083399076	0.2610379394912066	0.25705673494286685	0.5883169493156105	0.29701227747436737	0.2560116414004171	0.34180094180186216	0.28570848272039623	0.254992023154368	0.5255025012095701	0.2707301525090808	0.25647967380457226	0.600573022282612	0.26839425314631665	0.25635702289113305	0.5873551529692618	0.23676984590073355	0.26336746088546903	0.43033772371373674	-6484.013505290997	-7466.152380074283	-5993.139626431891	-8586.445502300736	-10231.429385350488	-6981.08812118581	-6819.985090929081	-8239.923982688651	-5662.935966054235	-6833.781783691498	-8152.452453213711	-6257.992020416786	-5856.693799379034	-6757.8121785531785	-5082.413167120647	-6608.605526513094	-8029.003663407393	-5817.801866680462	-7550.246362272295	-8860.307305058803	-6450.665395648623	-11677.26358969121	-14471.74637140606	-9063.4586637826	-7642.805198167263	-8982.732653296323	-6629.15071661931	-3160.7004757428185	-3368.3756639240387	-2878.1851839991527	-9777.530231919181	-11449.400647173932	-7954.375234396346	-8909.73704214605	-9428.117315133488	-9202.287691697784	-14224.31082478071	-16156.075224775686	-12718.544899760409	-11759.271221035076	-12531.842953888667	-12409.26895066105	-12018.13620619671	-13508.32974647441	-12444.345784959742	-11338.141550665801	-13425.544676711856	-12660.617997985542	-12930.139296543335	-14760.418255825862	-14877.222256494002	-11281.259700228653	-13789.511568400021	-12056.16492416338	-5129.8053533553	-5917.492742004184	-4978.8225093943975	-16854.858206512552	-15875.05213977576	-21638.11195592464	-19683.016848412604	-19139.924739963015	-29941.876246751	-26077.79634936084	-24035.149771779932	-46437.129796643436	-6251.83834040171	-7135.611682187573	-5323.900682111563	-186.64621906087768	-287.3908090270363	-313.5332620594661	-290.0444917107567	-140.3312076868348	-260.1579178073866	-325.45122921428646	-468.4018832054472	-438.37135186613403	-65.30700203745673	-615.2332149957406	-657.0018480592618	-1946.2114119939242	-1789.8384836584332	-1757.7228006317032	-1553.3995045135064	-1685.5030294651635	-1048.9649573854508	-218.40910592059222	-2485.4058299926787	-2893.249157775144	-5857.108864498891	-248.8052893560079
2000	-390922.0618498553	-27774.333700366387	-363147.7281494889	749.7017799012098	430.67209060435124	1246.1732148494389	541.2510517928084	395.3014429014496	191.9269692116147	701.2519298100029	755.7592919901924	424.65518240021015	298.4721104957534	292.8229050287509	627.2093832599446	245.89702452365498	464.59498726577135	369.44261271776895	523.0136974303067	352.56964173038904	215.33165768582828	415.9755542400211	451.2201689406758	278.1053362086307	362.824586516534	459.9034774179351	287.11228798828404	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	0.2500000001	0.2499999999	0.2500000001	0.2499999999	0.2500000001	0.2499999999	0.2500000001	0.2499999999	0.5	0.5	0.5	1.0	1.383771433908397	0.616228566091603	0.010503395200715077	0.21533305661714058	0.0131899972635423	0.21883984942238605	0.5185144437179132	0.011136614681750425	0.21701788839649733	0.39669914573301207	0.011822870640706905	0.22370816951238204	0.2870621149844736	0.010786474381760837	0.21701509929835838	0.47840732386007584	0.011104160029238853	0.21298075105293438	0.06734976033783148	0.011023074087914744	0.21469783881478216	0.32604004135180864	0.011788999457757594	0.22135486523426337	0.1724631370682116	0.011151600283100858	0.21874921916108103	0.5003233157779851	0.012016053385603864	0.2159601950068373	0.3146911108673	0.00871689433120439	0.1909277997599794	-0.29184540912316115	0.011525514282636313	0.2155146150532398	0.3503882789790597	0.012665626338219787	0.2176528356398514	0.5068548956668796	0.012145972093061919	0.2186847310612562	0.5606924954869399	0.011875498210868113	0.21674071663068814	0.5489971834531844	0.011874777484105035	0.21980811917195864	0.5231637163768031	0.012727076091705845	0.21777694054622115	0.5586573816824413	0.011911488436526058	0.21758105273030623	0.5232620116278787	0.011619476928309202	0.21815534974705725	0.5406480092121979	0.012147030197112364	0.21191537552311815	0.22208746653411962	0.012949873295173667	0.21636495734286246	0.48611526533359983	0.011983732372566239	0.2180655121326038	0.5922358235330825	0.011984953652789563	0.2176364136521375	0.5726930172649651	0.011018219145638573	0.22428346240322414	0.3526815178993389	-2297.2215388446925	-2529.524561882697	-2887.5190223855034	-2444.5439771584925	-2727.6041238929656	-2872.043493785142	-2645.7947176653856	-2886.2396327210995	-2815.9046128375962	-2455.753529253111	-2637.144953296845	-3251.4123447947404	-1997.299857497596	-2095.427304745488	-2338.016238748641	-2262.810733932107	-2288.491056756047	-3044.225988700375	-2556.98574415533	-2616.3972003648023	-3022.7176096509356	-2762.217222488491	-3362.9305369779167	-3024.095351458591	-2392.8260514304175	-2478.18585378441	-2916.234410124041	-1588.1922233894065	-1611.275397125371	-1578.123641263368	-2619.5406611268627	-2600.016905377579	-3305.8185376390975	-4441.174029944893	-3489.3332218963287	-6651.167724826921	-5267.921173078229	-4309.3314072807825	-7487.585544966397	-4938.647487958727	-4242.912308893642	-7556.453157498225	-4737.040406209931	-4387.851953225176	-7571.430806888616	-4727.093726101532	-4770.328755695598	-8675.448498160778	-4602.2597865986545	-4078.237321352997	-9906.311962813097	-3503.582249105961	-3395.655695426356	-7445.170896290157	-2110.6821934513373	-2137.3190557645394	-2879.9297638433445	-10303.186868025685	-6289.853521315081	-19127.160886124755	-11732.294693073733	-8750.504570330584	-24607.046475965133	-15687.689781787796	-9337.646483716457	-41825.06899978157	-2350.008651216997	-2380.315154563171	-2531.5479010606036	-185.77644520943693	-314.0985075697056	-383.843568193164	-310.3070013912248	-139.37258883944043	-263.61363347737904	-335.2850856513362	-508.1534701616233	-442.82808603578854	-66.85206321848997	-612.6387802659907	-666.0018340748753	-1922.541401784133	-2258.1037057791377	-2179.681755549715	-1628.1138172272106	-1675.5866664100697	-1128.3802356069853	-220.42795679946516	-2499.6020342229867	-3338.3511701680545	-6379.34512885557	-261.5868462361851
3000	-365908.3683409726	-29562.591060181603	-336345.77728079096	691.6244475178669	430.67209060435124	795.4222833903304	541.2510517928084	505.3279405628025	201.81216775021838	701.2519298100029	915.1755013916643	494.96530701502905	298.4721104957534	292.8229050287509	574.5893098938103	245.89702452365498	464.59498726577135	347.68677192823554	517.6233053755888	458.2242068403039	240.3683790778333	468.1418027206669	642.5335525360771	300.3739574003168	365.0747469860438	483.72315948214833	289.41528206252	1.0	1.0	1.0	1.0	1.0	1.0	1.172557853364043	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	0.2500000001	0.2499999999	0.2500000001	0.2499999999	0.2500000001	0.2499999999	0.2500000001	0.2499999999	0.5	0.5	0.5	1.0	1.383771433908397	0.616228566091603	0.0016143965551745887	0.21533305661714058	0.001752084955119104	0.2326282841197448	0.22398633780767857	0.001687827435962185	0.21789042431529196	0.25799941749722066	0.001792955146068131	0.22465760784017322	0.20197082025849322	0.0016563273441105716	0.2151343816570748	0.45306585298955093	0.0016774094405289132	0.22801024416094612	-0.06361877366489772	0.0016481477442416377	0.21844742596092492	0.18121208624512028	0.0015950327885574736	0.22497746308509434	0.1692996262196434	0.0016109248737804986	0.2178562254378419	0.3612410223966409	0.0018331489940691021	0.21629439744856574	0.2800305021688952	0.0013204191452969392	0.19522929967956054	-0.31397749339592984	0.0017523490668878176	0.21651806155748068	0.11100121030378811	0.0019157572438046793	0.21733175634636667	0.420536731322359	0.001848308485053714	0.21810637047956916	0.5056277014951489	0.0018260983719299913	0.21766928635239632	0.5321253876678341	0.0018089745309488544	0.22026687862538727	0.4776601467910565	0.0018770874148684906	0.21745565721417037	0.5174533788621696	0.0017336230385827996	0.21708205896309554	0.4735881782327834	0.001776238593561386	0.2190027253103691	0.5319255048968058	0.0018820124306858186	0.21321087097979902	0.021606939426441405	0.0018851810015387833	0.21595296306875292	0.4816415594920709	0.0018311373590798239	0.21856448612714563	0.5732712853797437	0.001803652038474495	0.21769693690611847	0.5549566880617735	0.001618974012332028	0.2163584096480049	0.29588920593570184	-1665.995830891394	-1781.6908863796255	-2283.189308846964	-1850.2855461904983	-2013.725935371254	-2351.558840687581	-1808.5800784382905	-1873.63517986239	-2188.2474693062622	-1964.6472505304528	-2052.3523426641464	-2964.0481780301407	-1560.7113875877167	-1627.2697673067164	-1920.6803523657088	-1770.1350247729656	-1782.1712845288162	-2537.2988330360486	-1951.6254227439722	-1917.0000372632244	-2521.7646473618734	-2011.3507555668848	-2377.64865150835	-2495.3896495169984	-1886.8586094874295	-1896.015005926982	-2493.042268001022	-1222.9073124098013	-1209.4843927211316	-1269.1682617396948	-2150.0395896036794	-1979.9561066840201	-2923.330434138771	-4182.960586735808	-2924.037752521949	-6911.4004108555455	-5088.599786195068	-3850.4688309632566	-7385.508663860578	-4368.635533237051	-3457.7270896772025	-7357.164281164591	-4204.785403745594	-3750.0364190022456	-7217.601438373731	-4253.2767468841	-4260.169051738884	-8587.107552565858	-4148.574989244736	-3445.083485312777	-9776.953886204365	-2932.3376712069266	-2720.531173181545	-7043.6819509399475	-1648.7104034437934	-1634.785215996089	-2496.0274953766625	-9418.09364589373	-5342.565306737491	-17903.058457234565	-12356.173740846158	-8565.713335820568	-26195.191070430712	-16532.439839316838	-8881.230621224919	-45667.61883843618	-1782.539921087746	-1741.7508272796756	-2011.4312165832237	-197.04549262210128	-315.3770358765474	-350.17503703330704	-309.9363013910438	-146.49907308266094	-278.68165934962457	-337.08102813505604	-562.2671393546879	-468.60887319901934	-66.72349449931143	-614.099527955257	-667.5517577352972	-1931.1229137318605	-2255.2843279012436	-2180.7121015902926	-1739.733161599552	-1955.229671474931	-1178.9034224506017	-226.34124682848173	-3053.5971876614244	-3453.9728202395577	-6958.731905338444	-260.90611818407154
4000	-362033.62652086996	-29227.962403276775	-332805.6641175932	691.6244475178669	430.67209060435124	795.4222833903304	541.2510517928084	488.26951856773974	172.1273065536844	701.2519298100029	760.1221337279846	494.96530701502905	298.4721104957534	292.8229050287509	769.4304023690696	245.89702452365498	454.8400849687026	347.68677192823554	517.6233053755888	458.2242068403039	242.24583899217967	364.9199090259372	642.5335525360771	300.3739574003168	365.0747469860438	440.7509052834262	324.5741904353916	1.0	1.0	1.0	1.0	1.0	1.0	1.172557853364043	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	0.2500000001	0.2499999999	0.2500000001	0.2499999999	0.2500000001	0.2499999999	0.2500000001	0.2499999999	0.5	0.5	0.5	1.0	1.383771433908397	0.616228566091603	0.0017581587315979405	0.21533305661714058	0.0019075916727689774	0.22871924898426277	0.2257800721187268	0.0017274373693023958	0.2098113063928748	0.15727106749522318	0.0019461438068935782	0.22465760784017333	0.1824304633485405	0.0017454259994870954	0.21410050850972195	0.37125685273405457	0.0016973314790522302	0.2260721388214571	0.15012009755508354	0.0017455910458076564	0.2065947533799871	0.16674397249068712	0.0016580786998117805	0.22541974094655948	0.11337967817088525	0.0017537287780982193	0.22222371687738726	0.3503444453567569	0.001974473906179152	0.21540799572504632	0.271118804923231	0.0014190142354574885	0.19522929967956054	-0.36677399884079603	0.00186676541471929	0.2135214858196899	-0.023625287545394454	0.0019791541743594807	0.21789573218587327	0.38975568974700536	0.001989793032620977	0.21700567983601843	0.41792290332153553	0.0019944685812848207	0.2177120687600382	0.5258756461892841	0.0019685383312703004	0.22089177677324998	0.4499220969128238	0.0020430830745392582	0.21702655057625359	0.4758508418542297	0.0018809077428609202	0.21925279441715997	0.43787670636291426	0.0019243208655262657	0.22000903344840178	0.5236963101403421	0.0019810144026976397	0.21279341099241864	-0.1622685927959938	0.002049655741588132	0.2148374195687454	0.39931956768090376	0.001995752156279373	0.21864518336020458	0.5605101623371528	0.001961212592879622	0.21768471723340585	0.5497046586908702	0.0015820445718570716	0.2129052794678657	0.06640361391052571	-1671.1055407618164	-1785.0052936173336	-2218.7729138151076	-1831.3010379824618	-1989.5702702322094	-2325.189065183313	-1819.7536618666718	-1886.5549452173357	-2189.799757542285	-1953.6914827026437	-2043.5276951477815	-2901.823115238552	-1532.5610493017473	-1601.1696549273854	-1904.9935982293505	-1774.7801026286372	-1776.2022927237026	-2505.1002602761187	-1948.1048423722798	-1919.3511966102571	-2501.930952561689	-1978.1300588519573	-2338.1764959039683	-2464.9406476159575	-1903.2866652979808	-1912.3797686747384	-2494.962886555857	-1154.6071188343321	-1128.0263193083629	-1194.4049463243393	-2153.3462362881396	-1996.997330304323	-2908.835120161505	-3869.184617948645	-2805.928711987718	-6098.833751558832	-5062.249270633658	-3839.9615036649716	-7332.836902131028	-4384.463570477705	-3476.1904089570385	-7363.665624980783	-4202.083683066883	-3754.778469631937	-7200.673030989879	-4244.782974059519	-4241.2237288335045	-8540.316461891434	-4142.215073514112	-3449.016938718604	-9667.614165410387	-2944.4316608190975	-2739.872901438183	-6994.50731202604	-1612.018018351223	-1607.270112564617	-2446.190635230402	-9320.82821609775	-5332.28875495196	-17723.93389058331	-12289.427853361749	-8536.333639916815	-26050.885714757773	-16383.192361458752	-8826.297205220924	-45200.5521145018	-1743.4850859981593	-1702.199487998901	-1967.5479407989471	-193.3382703855697	-309.09369599048546	-346.65653135685227	-309.2300104189742	-143.47338892113504	-282.7579272219935	-338.64006027848626	-493.8961327095788	-467.3996404785272	-66.49713859765102	-619.1597275773997	-769.4148547479647	-1931.9835207470717	-2183.5658689871234	-2144.9961521500923	-1727.0930796630546	-1934.923172588051	-1170.692724842715	-226.1183988766756	-3011.6261388103203	-3408.4006956110397	-6837.343730222873	-257.5371276247258
5000	-356875.5212357236	-30083.56963170822	-326791.95160401537	475.57606474283796	347.0341110164573	795.4222833903304	509.5392907966194	488.26951856773974	145.53720871235976	701.2519298100029	693.703178726499	391.46771821886654	298.4721104957534	261.13850105377105	854.673781695124	245.89702452365498	419.5356486298256	328.8550031228138	432.30686466945224	401.73770756240253	242.24583899217967	364.9199090259372	689.5877315079056	300.3739574003168	479.5257905133137	373.9706954564138	367.0816497107326	1.0	1.0	1.0	1.0	1.0	1.0	1.172557853364043	1.0	0.8806827151526107	1.0	1.0	1.0	1.0	1.0	1.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	0.2500000001	0.2499999999	0.2500000001	0.2499999999	0.2500000001	0.2499999999	0.2500000001	0.2499999999	0.5	0.5	0.5	1.0	1.383771433908397	0.616228566091603	0.001514447024571145	0.21533305661714058	0.0016233894045414863	0.23362622517407763	0.030431134102484284	0.0014604063598468863	0.2078506356084352	0.21778521581654653	0.0016576265598982171	0.2243822505442682	0.12329372793693863	0.0014506666019335696	0.21979589114599862	0.2886591228687929	0.0014657912632222512	0.21864449163823674	0.09186731334849393	0.0015073684528963522	0.1999987638456005	0.206446005118278	0.0014169002143338705	0.2245563530248469	0.019766630844765983	0.001504663251809632	0.2272336972298238	0.32018751085703223	0.0017289222607201774	0.2156387140178498	0.16800945020911331	0.0012142989138166466	0.19105383111775512	-0.23640677943360666	0.001605967941879612	0.21364662825335146	-0.01555851906092773	0.0016690278762600556	0.21764626408548576	0.3240550473056979	0.0016923212914173797	0.21686737900053454	0.42287199491158406	0.0017047204140369376	0.21667052891621655	0.5006306974951771	0.001686347386297358	0.22149434176798388	0.4214301310919228	0.0016559172530764377	0.2168970421674717	0.4459582107977842	0.0016111543121141137	0.21929136387949422	0.4036751212981051	0.0016410782705815548	0.21944149818521902	0.47603908196533834	0.0016013747140614914	0.21040820038528896	-0.29519785073297405	0.0017400421811483748	0.21428867283904124	0.3894622837910696	0.0016852607001678057	0.21827718289933173	0.46258408535021206	0.001671919431212069	0.21749700112093395	0.545022055344109	0.001376060005242639	0.21743229729824812	0.04657598865557096	-1587.1970601673584	-1692.4868025414876	-2096.6640474303563	-1763.786648820928	-1915.71763008365	-2252.0073024421854	-1776.5487365477886	-1841.8761839973379	-2144.432461284206	-1899.8486088230793	-1986.9425396464628	-2859.097638683269	-1488.2186045236733	-1556.950201840004	-1869.0679691297646	-1706.142511850927	-1699.4228587412065	-2471.3259285791837	-1907.8350428874867	-1872.991276483473	-2454.0323531247077	-1908.8103332739197	-2267.4408190652434	-2408.783158628093	-1795.884808058291	-1791.4210432052926	-2461.3745399366644	-1120.4222809329972	-1100.114558705824	-1178.2922948565167	-2113.134367902073	-1942.607195806631	-2892.347691058413	-3732.6420089573767	-2752.6956547974733	-5858.282961360116	-5044.843042319567	-3803.360410503313	-7312.735867928715	-4344.426808795976	-3426.843617596764	-7334.1392989436745	-4165.560249724926	-3711.1520130916906	-7169.980108324141	-4071.643492302217	-4047.4316320856697	-8073.760771070209	-4094.1913664535573	-3399.1721089137372	-9650.392512148313	-2906.268894325629	-2688.5257273168504	-6960.487827348295	-1571.8658177054904	-1563.351771496753	-2390.693832578142	-9233.501979505321	-5267.663614121704	-17592.798162390234	-12350.179318426535	-8532.72566073769	-26188.532442242533	-15942.867129233982	-8639.266420386542	-43904.076565453426	-1684.4946359629012	-1648.8871041047641	-1909.2852763026888	-192.65778394174356	-302.85164170458904	-344.5034346314227	-309.53546704620885	-143.5930818285512	-274.55622800292633	-339.15768552038725	-462.7506050994402	-434.81734436515444	-67.53659425919082	-608.0118816935707	-800.5495570357288	-1931.5061348634445	-2157.119775280574	-2115.9657541249126	-1938.6426420674798	-1919.4143214650605	-1166.1090128078897	-230.2801195447065	-3077.517309632245	-3377.727783201405	-7577.021144216398	-257.62948143982914
